Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",16255,"(+/- 1459 )",11018,"(+/- 1306 )",10913,"(+/- 1345 )",12813,"(+/- 1449 )",15264,"(+/- 1936 )",12142,"(+/- 1598 )",12093,"(+/- 1980 )",9806,"(+/- 1656 )",11504,"(+/- 1667 )",10088,"(+/- 1395 )",6278,"(+/- 1334 )",12322,"(+/- 1885 )",19890,"(+/- 2241 )",16238,"(+/- 2399 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",33182,"(+/- 2408 )",24267,"(+/- 2192 )",24601,"(+/- 2455 )",30805,"(+/- 2085 )",33508,"(+/- 2875 )",28898,"(+/- 2710 )",25461,"(+/- 2001 )",20662,"(+/- 2213 )",28798,"(+/- 2538 )",24253,"(+/- 1898 )",15830,"(+/- 1598 )",25675,"(+/- 2419 )",35829,"(+/- 2903 )",27172,"(+/- 2158 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",32100,"(+/- 1971 )",29261,"(+/- 2553 )",25068,"(+/- 2254 )",31072,"(+/- 2251 )",33061,"(+/- 2776 )",30039,"(+/- 2480 )",25225,"(+/- 2013 )",21888,"(+/- 2226 )",28953,"(+/- 2795 )",25457,"(+/- 2188 )",20990,"(+/- 2254 )",22652,"(+/- 2085 )",33522,"(+/- 3015 )",29203,"(+/- 2794 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",43687,"(+/- 2218 )",42097,"(+/- 3007 )",40696,"(+/- 2656 )",43383,"(+/- 2418 )",44752,"(+/- 2729 )",38814,"(+/- 3083 )",36579,"(+/- 2334 )",31411,"(+/- 2548 )",37295,"(+/- 2774 )",38553,"(+/- 2805 )",28142,"(+/- 2072 )",33483,"(+/- 2642 )",39591,"(+/- 3150 )",39036,"(+/- 2723 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",57822,"(+/- 2695 )",55577,"(+/- 2714 )",56746,"(+/- 3099 )",56106,"(+/- 2807 )",50769,"(+/- 3345 )",57318,"(+/- 3288 )",56719,"(+/- 2642 )",47914,"(+/- 2803 )",53522,"(+/- 3302 )",51116,"(+/- 2931 )",45201,"(+/- 2801 )",49589,"(+/- 3468 )",42246,"(+/- 2745 )",46032,"(+/- 3297 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",41189,"(+/- 2161 )",39753,"(+/- 2468 )",37866,"(+/- 3001 )",35939,"(+/- 2227 )",32750,"(+/- 2852 )",35506,"(+/- 2463 )",39091,"(+/- 2307 )",39302,"(+/- 2456 )",41364,"(+/- 3127 )",36535,"(+/- 2512 )",38401,"(+/- 2568 )",35431,"(+/- 2509 )",23932,"(+/- 2217 )",27545,"(+/- 2462 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",32795,"(+/- 1680 )",40632,"(+/- 2466 )",40729,"(+/- 2694 )",32955,"(+/- 2193 )",31883,"(+/- 2101 )",40095,"(+/- 2713 )",42795,"(+/- 2340 )",46530,"(+/- 2708 )",46079,"(+/- 2846 )",51928,"(+/- 2807 )",55472,"(+/- 2746 )",38456,"(+/- 2588 )",18981,"(+/- 2205 )",31295,"(+/- 2396 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",9116,"(+/- 1057 )",13304,"(+/- 1650 )",13951,"(+/- 1393 )",10136,"(+/- 1362 )",10210,"(+/- 1360 )",13729,"(+/- 1584 )",16269,"(+/- 1725 )",25385,"(+/- 2055 )",18099,"(+/- 1848 )",19343,"(+/- 1830 )",30853,"(+/- 2410 )",18711,"(+/- 1886 )",5451,"(+/- 1011 )",14764,"(+/- 1613 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",9574,"(+/- 1154 )",9641,"(+/- 1336 )",18268,"(+/- 1891 )",8741,"(+/- 1125 )",7387,"(+/- 1137 )",11527,"(+/- 1367 )",12001,"(+/- 1270 )",25319,"(+/- 1613 )",16225,"(+/- 1667 )",14884,"(+/- 1351 )",35639,"(+/- 2233 )",16800,"(+/- 1640 )",2845,"(+/- 852 )",15190,"(+/- 1872 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",51153,"(+/- 743 )",57769,"(+/- 1583 )",60652,"(+/- 1388 )",51240,"(+/- 979 )",46649,"(+/- 1583 )",55442,"(+/- 1439 )",60727,"(+/- 1167 )",72654,"(+/- 1669 )",61115,"(+/- 1464 )",64378,"(+/- 1482 )",84954,"(+/- 1997 )",59332,"(+/- 2345 )",34971,"(+/- 1396 )",48176,"(+/- 2158 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",67704,"(+/- 1360 )",73302,"(+/- 1656 )",83438,"(+/- 2910 )",68123,"(+/- 2067 )",63755,"(+/- 1596 )",73874,"(+/- 1910 )",79047,"(+/- 2128 )",96568,"(+/- 2207 )",82109,"(+/- 2363 )",82873,"(+/- 1987 )",112933,"(+/- 2899 )",81680,"(+/- 2483 )",47615,"(+/- 1545 )",72227,"(+/- 2790 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",684029,"(+/- 2422 )",734891,"(+/- 3745 )",740293,"(+/- 3270 )",691734,"(+/- 3333 )",666183,"(+/- 3486 )",716541,"(+/- 2108 )",690175,"(+/- 3712 )",745223,"(+/- 5925 )",710487,"(+/- 7596 )",716358,"(+/- 6516 )",730595,"(+/- 6571 )",705669,"(+/- 7023 )",660363,"(+/- 12573 )",695988,"(+/- 12120 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",639976,"(+/- 4040 )",696586,"(+/- 5202 )",702145,"(+/- 5286 )",650895,"(+/- 4974 )",633612,"(+/- 5366 )",675057,"(+/- 3968 )",655207,"(+/- 5406 )",715061,"(+/- 6147 )",673826,"(+/- 7710 )",677188,"(+/- 7229 )",702147,"(+/- 7193 )",671338,"(+/- 7444 )",608962,"(+/- 13594 )",651978,"(+/- 11639 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",474693,"(+/- 7815 )",537640,"(+/- 8952 )",546103,"(+/- 9544 )",492007,"(+/- 8277 )",432113,"(+/- 8750 )",511663,"(+/- 8212 )",511422,"(+/- 8391 )",599914,"(+/- 8380 )",520339,"(+/- 9076 )",538333,"(+/- 8322 )",616984,"(+/- 8205 )",517320,"(+/- 9460 )",322366,"(+/- 10758 )",407129,"(+/- 11735 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",308203,"(+/- 6707 )",262759,"(+/- 7339 )",252001,"(+/- 8502 )",288875,"(+/- 6578 )",327806,"(+/- 9863 )",272011,"(+/- 6685 )",262970,"(+/- 7755 )",221910,"(+/- 6600 )",259710,"(+/- 9043 )",260419,"(+/- 8575 )",184593,"(+/- 6877 )",253483,"(+/- 8421 )",367733,"(+/- 13692 )",342220,"(+/- 12630 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",44053,"(+/- 3688 )",38305,"(+/- 4434 )",38148,"(+/- 4300 )",40839,"(+/- 3201 )",32571,"(+/- 3643 )",41484,"(+/- 3501 )",34968,"(+/- 3978 )",30162,"(+/- 3013 )",36661,"(+/- 3607 )",39170,"(+/- 3802 )",28448,"(+/- 3201 )",34331,"(+/- 4069 )",51401,"(+/- 5932 )",44010,"(+/- 4934 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",137039,"(+/- 1979 )",183718,"(+/- 3344 )",189099,"(+/- 3198 )",152722,"(+/- 2217 )",155315,"(+/- 2261 )",172424,"(+/- 1419 )",160520,"(+/- 2556 )",178806,"(+/- 3908 )",144321,"(+/- 4804 )",163012,"(+/- 4099 )",165897,"(+/- 5442 )",158214,"(+/- 5950 )",169979,"(+/- 7222 )",164038,"(+/- 7048 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",6218,"(+/- 1275 )",6192,"(+/- 1739 )",6630,"(+/- 2116 )",6539,"(+/- 1269 )",4313,"(+/- 1744 )",5266,"(+/- 1483 )",7379,"(+/- 1731 )",3927,"(+/- 1039 )",3430,"(+/- 961 )",6815,"(+/- 1987 )",5008,"(+/- 1498 )",3898,"(+/- 1046 )",7309,"(+/- 2777 )",4935,"(+/- 1425 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.2,"(+/- 0.9 )",6.7,"(+/- 0.9 )",8.5,"(+/- 0.9 )",9.4,"(+/- 0.8 )",13.6,"(+/- 1.3 )",8.8,"(+/- 1.0 )",6.9,"(+/- 0.9 )",5.4,"(+/- 0.8 )",8.6,"(+/- 1.0 )",7.6,"(+/- 0.9 )",3.9,"(+/- 0.6 )",10.4,"(+/- 1.1 )",24.5,"(+/- 1.8 )",14.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.9,"(+/- 1.7 )",10.3,"(+/- 1.7 )",14.2,"(+/- 1.8 )",15.5,"(+/- 1.7 )",25.1,"(+/- 2.6 )",15.1,"(+/- 2.1 )",12.7,"(+/- 2.0 )",7.9,"(+/- 1.5 )",15.1,"(+/- 2.2 )",12.0,"(+/- 1.8 )",5.5,"(+/- 1.2 )",18.7,"(+/- 2.0 )",36.1,"(+/- 2.7 )",24.5,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.1,"(+/- 4.9 )",13.4,"(+/- 5.8 )",12.1,"(+/- 4.0 )",17.5,"(+/- 4.6 )",31.0,"(+/- 6.0 )",17.3,"(+/- 4.7 )",10.9,"(+/- 3.8 )",6.6,"(+/- 4.2 )",17.5,"(+/- 5.4 )",15.3,"(+/- 5.9 )",4.6,"(+/- 2.8 )",20.3,"(+/- 5.3 )",30.1,"(+/- 5.9 )",18.6,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,"(+/- 0.6 )",3.1,"(+/- 0.5 )",3.5,"(+/- 0.6 )",5.3,"(+/- 0.7 )",4.4,"(+/- 0.8 )",4.4,"(+/- 0.7 )",3.4,"(+/- 0.6 )",2.3,"(+/- 0.6 )",5.1,"(+/- 1.0 )",3.9,"(+/- 0.8 )",2.2,"(+/- 0.5 )",5.7,"(+/- 0.8 )",12.5,"(+/- 1.8 )",7.9,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.1,"(+/- 1.1 )",3.7,"(+/- 1.0 )",4.1,"(+/- 1.2 )",7.0,"(+/- 1.5 )",7.8,"(+/- 1.8 )",6.2,"(+/- 1.2 )",5.0,"(+/- 1.3 )",2.3,"(+/- 1.0 )",8.9,"(+/- 2.4 )",4.3,"(+/- 1.1 )",2.9,"(+/- 1.0 )",9.7,"(+/- 1.7 )",19.7,"(+/- 3.0 )",14.2,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",7.2,"(+/- 3.5 )",3.2,"(+/- 2.2 )",3.6,"(+/- 2.6 )",8.1,"(+/- 4.6 )",4.5,"(+/- 3.5 )",5.7,"(+/- 3.1 )",3.6,"(+/- 2.3 )",1.4,"(+/- 1.4 )",4.1,"(+/- 3.1 )",5.2,"(+/- 3.5 )",0.9,"(+/- 0.8 )",11.2,"(+/- 5.9 )",10.7,"(+/- 6.5 )",8.0,"(+/- 5.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",28.3,"(+/- 3.9 )",22.5,"(+/- 4.5 )",28.3,"(+/- 4.3 )",27.0,"(+/- 3.2 )",35.3,"(+/- 3.4 )",26.7,"(+/- 4.4 )",22.2,"(+/- 4.0 )",21.9,"(+/- 4.2 )",19.3,"(+/- 3.4 )",26.6,"(+/- 4.3 )",13.5,"(+/- 3.5 )",27.2,"(+/- 3.8 )",37.5,"(+/- 3.4 )",26.1,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",37.2,"(+/- 5.3 )",28.2,"(+/- 6.0 )",39.3,"(+/- 5.6 )",38.0,"(+/- 4.6 )",47.9,"(+/- 4.8 )",36.6,"(+/- 6.4 )",32.8,"(+/- 6.0 )",29.3,"(+/- 6.4 )",28.5,"(+/- 5.3 )",38.3,"(+/- 6.5 )",16.3,"(+/- 4.9 )",41.2,"(+/- 5.5 )",47.8,"(+/- 4.3 )",36.9,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",48.4,"(+/- 12.0 )",48.7,"(+/- 21.2 )",40.6,"(+/- 16.7 )",39.2,"(+/- 10.5 )",62.0,"(+/- 11.9 )",51.0,"(+/- 13.4 )",34.4,"(+/- 15.3 )",28.6,"(+/- 21.2 )",57.4,"(+/- 12.8 )",44.7,"(+/- 19.1 )",39.3,"(+/- 28.8 )",56.7,"(+/- 11.4 )",42.9,"(+/- 10.5 )",34.8,"(+/- 12.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.0,"(+/- 0.8 )",10.8,"(+/- 0.9 )",12.2,"(+/- 0.9 )",14.0,"(+/- 0.7 )",18.8,"(+/- 1.2 )",13.9,"(+/- 1.1 )",10.3,"(+/- 1.0 )",9.9,"(+/- 0.8 )",12.9,"(+/- 1.2 )",10.0,"(+/- 0.9 )",6.1,"(+/- 0.7 )",16.7,"(+/- 1.1 )",29.5,"(+/- 1.7 )",20.5,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",17.0,"(+/- 2.3 )",12.3,"(+/- 1.9 )",17.2,"(+/- 2.1 )",16.1,"(+/- 1.8 )",30.0,"(+/- 3.3 )",18.7,"(+/- 2.5 )",14.4,"(+/- 2.3 )",10.0,"(+/- 1.8 )",19.7,"(+/- 3.0 )",13.5,"(+/- 2.1 )",7.0,"(+/- 1.5 )",23.0,"(+/- 2.8 )",42.6,"(+/- 3.7 )",31.3,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",16.5,"(+/- 2.3 )",12.0,"(+/- 2.0 )",16.8,"(+/- 2.1 )",15.6,"(+/- 1.9 )",29.6,"(+/- 3.3 )",18.3,"(+/- 2.5 )",13.8,"(+/- 2.3 )",9.7,"(+/- 1.9 )",19.5,"(+/- 3.0 )",13.1,"(+/- 2.1 )",6.7,"(+/- 1.5 )",22.7,"(+/- 2.8 )",42.5,"(+/- 3.7 )",31.0,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.5,"(+/- 3.3 )",13.1,"(+/- 2.7 )",19.8,"(+/- 4.0 )",19.0,"(+/- 3.5 )",37.1,"(+/- 5.5 )",23.1,"(+/- 4.2 )",15.7,"(+/- 3.0 )",9.5,"(+/- 2.8 )",20.1,"(+/- 4.4 )",17.2,"(+/- 4.2 )",7.9,"(+/- 3.3 )",26.0,"(+/- 5.0 )",41.6,"(+/- 5.4 )",33.8,"(+/- 6.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",14.5,"(+/- 2.5 )",11.6,"(+/- 2.1 )",15.7,"(+/- 2.2 )",14.4,"(+/- 2.0 )",26.9,"(+/- 3.7 )",16.5,"(+/- 2.5 )",13.2,"(+/- 2.7 )",9.8,"(+/- 2.0 )",19.3,"(+/- 3.4 )",11.8,"(+/- 1.9 )",6.2,"(+/- 1.5 )",21.4,"(+/- 3.1 )",43.0,"(+/- 4.1 )",29.9,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.1,"(+/- 0.7 )",10.4,"(+/- 0.8 )",10.6,"(+/- 0.7 )",13.5,"(+/- 0.6 )",15.7,"(+/- 0.8 )",12.5,"(+/- 0.9 )",9.2,"(+/- 0.7 )",9.9,"(+/- 0.8 )",11.3,"(+/- 0.9 )",9.1,"(+/- 0.7 )",5.9,"(+/- 0.6 )",15.0,"(+/- 0.9 )",25.2,"(+/- 1.4 )",17.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,"(+/- 0.9 )",8.2,"(+/- 1.3 )",7.8,"(+/- 1.4 )",8.1,"(+/- 1.0 )",8.8,"(+/- 1.2 )",8.8,"(+/- 1.2 )",5.6,"(+/- 0.9 )",6.6,"(+/- 1.1 )",10.8,"(+/- 1.5 )",8.7,"(+/- 1.5 )",6.4,"(+/- 0.9 )",8.2,"(+/- 1.5 )",20.7,"(+/- 2.4 )",12.5,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",8.9,"(+/- 1.0 )",7.1,"(+/- 0.9 )",9.4,"(+/- 0.9 )",10.0,"(+/- 0.9 )",15.6,"(+/- 1.5 )",10.1,"(+/- 1.1 )",7.5,"(+/- 1.1 )",5.7,"(+/- 0.8 )",10.5,"(+/- 1.4 )",7.7,"(+/- 1.0 )",4.1,"(+/- 0.7 )",12.1,"(+/- 1.4 )",27.6,"(+/- 2.0 )",17.8,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.9,"(+/- 1.7 )",27.2,"(+/- 2.4 )",24.1,"(+/- 1.9 )",29.6,"(+/- 1.8 )",29.7,"(+/- 1.7 )",28.3,"(+/- 1.9 )",22.5,"(+/- 1.8 )",26.9,"(+/- 2.2 )",20.7,"(+/- 1.6 )",20.9,"(+/- 1.6 )",16.0,"(+/- 1.5 )",31.1,"(+/- 1.7 )",35.4,"(+/- 2.1 )",29.4,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",143287,"(+/- 3180 )",184959,"(+/- 4419 )",187443,"(+/- 3904 )",166249,"(+/- 3600 )",149623,"(+/- 3757 )",182712,"(+/- 3757 )",159731,"(+/- 4003 )",211036,"(+/- 5300 )",146468,"(+/- 5108 )",161588,"(+/- 4742 )",176203,"(+/- 5493 )",202607,"(+/- 6942 )",166921,"(+/- 8042 )",160740,"(+/- 7948 )"
Education,"School Enrollment","Nursery school, preschool",8213,"(+/- 982 )",11998,"(+/- 1428 )",12210,"(+/- 1685 )",8441,"(+/- 1087 )",9320,"(+/- 1549 )",12205,"(+/- 1337 )",10134,"(+/- 1459 )",10751,"(+/- 1450 )",10526,"(+/- 1678 )",10673,"(+/- 1548 )",11173,"(+/- 1699 )",8799,"(+/- 1266 )",9498,"(+/- 1958 )",9076,"(+/- 1994 )"
Education,"School Enrollment",Kindergarten,6884,"(+/- 1012 )",11092,"(+/- 1812 )",12283,"(+/- 1668 )",9005,"(+/- 1184 )",7316,"(+/- 1226 )",9412,"(+/- 1418 )",7626,"(+/- 1259 )",8328,"(+/- 1185 )",8259,"(+/- 1416 )",7820,"(+/- 1287 )",7227,"(+/- 1153 )",7936,"(+/- 1364 )",9525,"(+/- 1618 )",8709,"(+/- 1298 )"
Education,"School Enrollment","Elementary school (grades 1-8)",57292,"(+/- 1607 )",75599,"(+/- 3224 )",79283,"(+/- 2611 )",62275,"(+/- 1805 )",66568,"(+/- 1816 )",74990,"(+/- 2044 )",68406,"(+/- 2294 )",74056,"(+/- 3246 )",56728,"(+/- 3247 )",69276,"(+/- 3064 )",68266,"(+/- 3762 )",62785,"(+/- 4244 )",69820,"(+/- 4706 )",66805,"(+/- 4627 )"
Education,"School Enrollment","High school (grades 9-12)",33181,"(+/- 1516 )",39680,"(+/- 2111 )",39359,"(+/- 1809 )",35067,"(+/- 1553 )",38076,"(+/- 1970 )",35959,"(+/- 1635 )",36815,"(+/- 2013 )",41233,"(+/- 2163 )",30056,"(+/- 2719 )",42147,"(+/- 2776 )",42647,"(+/- 2664 )",32510,"(+/- 2492 )",38658,"(+/- 2996 )",38958,"(+/- 3034 )"
Education,"School Enrollment","College or graduate school",37717,"(+/- 2635 )",46590,"(+/- 3577 )",44308,"(+/- 3190 )",51461,"(+/- 2653 )",28343,"(+/- 2853 )",50146,"(+/- 3302 )",36750,"(+/- 2389 )",76668,"(+/- 3561 )",40899,"(+/- 3144 )",31672,"(+/- 3012 )",46890,"(+/- 3429 )",90577,"(+/- 4421 )",39420,"(+/- 3634 )",37192,"(+/- 3794 )"
Education,"Educational Attainment","Population 25 years and over",509929,"(+/- 1494 )",493384,"(+/- 4367 )",502819,"(+/- 3318 )",486940,"(+/- 3006 )",467251,"(+/- 2448 )",481239,"(+/- 2312 )",496225,"(+/- 3051 )",493390,"(+/- 4797 )",517946,"(+/- 6113 )",512339,"(+/- 5256 )",520046,"(+/- 6086 )",466599,"(+/- 6451 )",438363,"(+/- 7635 )",483376,"(+/- 8418 )"
Education,"Educational Attainment","Less than 9th grade",8914,"(+/- 1176 )",13115,"(+/- 1718 )",12613,"(+/- 2062 )",11402,"(+/- 1299 )",14222,"(+/- 2182 )",14684,"(+/- 1496 )",9334,"(+/- 1441 )",7785,"(+/- 1288 )",17762,"(+/- 2119 )",14699,"(+/- 1943 )",8373,"(+/- 1486 )",15423,"(+/- 2033 )",22669,"(+/- 2302 )",18896,"(+/- 2721 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",27631,"(+/- 1947 )",27159,"(+/- 3030 )",25902,"(+/- 2753 )",32460,"(+/- 2779 )",30990,"(+/- 2716 )",30197,"(+/- 2440 )",27842,"(+/- 2848 )",18185,"(+/- 2238 )",36322,"(+/- 3534 )",28814,"(+/- 2811 )",15728,"(+/- 2240 )",28445,"(+/- 2800 )",49424,"(+/- 3431 )",43434,"(+/- 4593 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",169440,"(+/- 4717 )",155557,"(+/- 5857 )",140303,"(+/- 4905 )",169464,"(+/- 4267 )",157136,"(+/- 5703 )",137585,"(+/- 4517 )",157920,"(+/- 5359 )",108629,"(+/- 4897 )",135775,"(+/- 5460 )",160324,"(+/- 4783 )",95341,"(+/- 4594 )",116581,"(+/- 4971 )",153379,"(+/- 6466 )",115421,"(+/- 4914 )"
Education,"Educational Attainment","Some college, no degree",116630,"(+/- 4079 )",116421,"(+/- 5689 )",110403,"(+/- 4537 )",116986,"(+/- 4093 )",119859,"(+/- 4368 )",110370,"(+/- 4537 )",122898,"(+/- 4481 )",112332,"(+/- 3645 )",121899,"(+/- 5069 )",127101,"(+/- 4287 )",100281,"(+/- 4219 )",97995,"(+/- 4674 )",107438,"(+/- 5290 )",114334,"(+/- 5099 )"
Education,"Educational Attainment","Associate's degree",53360,"(+/- 2662 )",49031,"(+/- 3305 )",48610,"(+/- 2914 )",51444,"(+/- 2998 )",50969,"(+/- 3251 )",48367,"(+/- 3263 )",49826,"(+/- 2991 )",45349,"(+/- 2912 )",47641,"(+/- 3589 )",59476,"(+/- 2945 )",44262,"(+/- 3019 )",38545,"(+/- 2730 )",33300,"(+/- 3545 )",37547,"(+/- 3511 )"
Education,"Educational Attainment","Bachelor's degree",85744,"(+/- 3420 )",88889,"(+/- 3763 )",108485,"(+/- 4508 )",63205,"(+/- 3322 )",60581,"(+/- 4390 )",87245,"(+/- 4562 )",82299,"(+/- 3582 )",117489,"(+/- 4906 )",98059,"(+/- 4776 )",77786,"(+/- 3508 )",150278,"(+/- 4776 )",88172,"(+/- 4666 )",46425,"(+/- 3342 )",84594,"(+/- 5013 )"
Education,"Educational Attainment","Graduate or professional degree",48210,"(+/- 2508 )",43212,"(+/- 3303 )",56503,"(+/- 3126 )",41979,"(+/- 2831 )",33494,"(+/- 2594 )",52791,"(+/- 3201 )",46106,"(+/- 2888 )",83621,"(+/- 4233 )",60488,"(+/- 3952 )",44139,"(+/- 2706 )",105783,"(+/- 4562 )",81438,"(+/- 3782 )",25728,"(+/- 2457 )",69150,"(+/- 3797 )"
Education,"Educational Attainment","Percent high school graduate or higher",92.8,"(+/- 0.5 )",91.8,"(+/- 0.6 )",92.3,"(+/- 0.7 )",91.0,"(+/- 0.6 )",90.3,"(+/- 0.8 )",90.7,"(+/- 0.6 )",92.5,"(+/- 0.6 )",94.7,"(+/- 0.5 )",89.6,"(+/- 0.8 )",91.5,"(+/- 0.6 )",95.4,"(+/- 0.5 )",90.6,"(+/- 0.7 )",83.6,"(+/- 0.8 )",87.1,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",26.3,"(+/- 0.8 )",26.8,"(+/- 1.0 )",32.8,"(+/- 1.0 )",21.6,"(+/- 0.9 )",20.1,"(+/- 1.1 )",29.1,"(+/- 1.1 )",25.9,"(+/- 0.9 )",40.8,"(+/- 1.1 )",30.6,"(+/- 1.2 )",23.8,"(+/- 1.0 )",49.2,"(+/- 1.2 )",36.4,"(+/- 1.0 )",16.5,"(+/- 0.9 )",31.8,"(+/- 1.1 )"

