Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",21799,"(+/- 2338 )",33978,"(+/- 2867 )",17033,"(+/- 2564 )",15152,"(+/- 2456 )",30103,"(+/- 3335 )",7173,"(+/- 1589 )",12084,"(+/- 2031 )",27871,"(+/- 3041 )",15281,"(+/- 1959 )",20087,"(+/- 2204 )",14075,"(+/- 2524 )",24911,"(+/- 2748 )",12435,"(+/- 2399 )",16899,"(+/- 2090 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",11689,"(+/- 1699 )",17296,"(+/- 2040 )",10874,"(+/- 1956 )",9500,"(+/- 1837 )",16496,"(+/- 2569 )",3842,"(+/- 994 )",5979,"(+/- 1694 )",16349,"(+/- 1888 )",12665,"(+/- 1961 )",9785,"(+/- 1453 )",6004,"(+/- 1428 )",16599,"(+/- 2108 )",7436,"(+/- 1822 )",12747,"(+/- 1881 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",33150,"(+/- 3119 )",33942,"(+/- 2663 )",25145,"(+/- 2845 )",24272,"(+/- 3099 )",30859,"(+/- 3137 )",13884,"(+/- 2172 )",15996,"(+/- 2416 )",30805,"(+/- 3034 )",29195,"(+/- 2889 )",26400,"(+/- 2517 )",18286,"(+/- 2696 )",29527,"(+/- 3126 )",23528,"(+/- 3467 )",28042,"(+/- 2988 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",28904,"(+/- 3911 )",29239,"(+/- 2745 )",26407,"(+/- 3301 )",27221,"(+/- 3341 )",27222,"(+/- 2875 )",15379,"(+/- 2447 )",16748,"(+/- 2389 )",31579,"(+/- 3302 )",29202,"(+/- 2317 )",23220,"(+/- 2601 )",20794,"(+/- 2395 )",27465,"(+/- 3115 )",24716,"(+/- 2890 )",33585,"(+/- 3398 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",37972,"(+/- 3356 )",34705,"(+/- 3068 )",34559,"(+/- 3500 )",36303,"(+/- 3800 )",38458,"(+/- 3514 )",28120,"(+/- 3283 )",31490,"(+/- 2721 )",35136,"(+/- 3720 )",36238,"(+/- 2659 )",34371,"(+/- 2502 )",34240,"(+/- 2975 )",33591,"(+/- 2622 )",34624,"(+/- 3698 )",36819,"(+/- 3233 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",50433,"(+/- 3728 )",42121,"(+/- 3477 )",48293,"(+/- 3626 )",52732,"(+/- 4284 )",53329,"(+/- 3674 )",46305,"(+/- 3574 )",44876,"(+/- 3431 )",43968,"(+/- 3315 )",53101,"(+/- 4114 )",46564,"(+/- 3359 )",48495,"(+/- 3434 )",42276,"(+/- 3673 )",55562,"(+/- 4879 )",48687,"(+/- 4050 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",35524,"(+/- 3003 )",23074,"(+/- 2564 )",33033,"(+/- 2876 )",36535,"(+/- 3562 )",37042,"(+/- 3197 )",32204,"(+/- 3290 )",39677,"(+/- 3165 )",28015,"(+/- 2997 )",37249,"(+/- 2992 )",35392,"(+/- 2999 )",40717,"(+/- 3486 )",28169,"(+/- 2960 )",33966,"(+/- 3590 )",27182,"(+/- 2730 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",34232,"(+/- 2940 )",21895,"(+/- 2274 )",40356,"(+/- 2890 )",43236,"(+/- 4015 )",40933,"(+/- 4171 )",51661,"(+/- 3787 )",47600,"(+/- 3362 )",27126,"(+/- 3120 )",40282,"(+/- 3139 )",42227,"(+/- 2731 )",52326,"(+/- 4011 )",26334,"(+/- 2709 )",39497,"(+/- 3680 )",33646,"(+/- 3530 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",11175,"(+/- 1757 )",6511,"(+/- 1527 )",15865,"(+/- 2231 )",13443,"(+/- 2205 )",17844,"(+/- 2280 )",32432,"(+/- 2897 )",24185,"(+/- 2745 )",10788,"(+/- 1822 )",14272,"(+/- 1542 )",17210,"(+/- 2454 )",24513,"(+/- 2530 )",9568,"(+/- 1668 )",15428,"(+/- 2700 )",11200,"(+/- 2079 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",13370,"(+/- 1992 )",4149,"(+/- 1019 )",16793,"(+/- 1987 )",12134,"(+/- 1818 )",27553,"(+/- 2010 )",56599,"(+/- 3244 )",26964,"(+/- 2514 )",10581,"(+/- 2624 )",14142,"(+/- 1940 )",12503,"(+/- 1903 )",32076,"(+/- 3373 )",8984,"(+/- 1339 )",11783,"(+/- 1971 )",7595,"(+/- 1610 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",51829,"(+/- 1848 )",38692,"(+/- 2012 )",60265,"(+/- 2441 )",58448,"(+/- 2659 )",57270,"(+/- 2119 )",97290,"(+/- 3532 )",78693,"(+/- 2516 )",45710,"(+/- 1355 )",58233,"(+/- 1974 )",59229,"(+/- 2437 )",76779,"(+/- 2357 )",45570,"(+/- 1861 )",61898,"(+/- 1803 )",50044,"(+/- 2254 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",73229,"(+/- 2793 )",53210,"(+/- 1989 )",80344,"(+/- 2459 )",76749,"(+/- 2592 )",90425,"(+/- 3644 )",135116,"(+/- 4349 )",101196,"(+/- 3625 )",64995,"(+/- 2867 )",76274,"(+/- 2554 )",77837,"(+/- 2141 )",104703,"(+/- 3634 )",65491,"(+/- 2920 )",78290,"(+/- 2670 )",65686,"(+/- 2003 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",716327,"(+/- 6189 )",631449,"(+/- 7472 )",731066,"(+/- 9629 )",779902,"(+/- 19160 )",783828,"(+/- 14356 )",751787,"(+/- 10773 )",799511,"(+/- 16848 )",692812,"(+/- 6707 )",757339,"(+/- 6463 )",755031,"(+/- 13049 )",774522,"(+/- 11767 )",695734,"(+/- 6549 )",751859,"(+/- 18151 )",713791,"(+/- 3868 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",611906,"(+/- 8580 )",531225,"(+/- 8712 )",652187,"(+/- 11603 )",659537,"(+/- 16982 )",681830,"(+/- 13376 )",670023,"(+/- 11996 )",686122,"(+/- 16365 )",588887,"(+/- 10152 )",647737,"(+/- 9101 )",662172,"(+/- 14026 )",672602,"(+/- 12713 )",606459,"(+/- 9695 )",641038,"(+/- 18237 )",612050,"(+/- 7606 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",455116,"(+/- 12424 )",341123,"(+/- 10641 )",509122,"(+/- 14175 )",465657,"(+/- 16127 )",504183,"(+/- 13742 )",593486,"(+/- 13530 )",562958,"(+/- 16295 )",441162,"(+/- 12215 )",484959,"(+/- 11011 )",510791,"(+/- 12838 )",568801,"(+/- 13349 )",425399,"(+/- 11886 )",479878,"(+/- 18621 )",452930,"(+/- 11200 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",243426,"(+/- 7797 )",272195,"(+/- 9497 )",236527,"(+/- 9025 )",259398,"(+/- 12991 )",234915,"(+/- 9463 )",146642,"(+/- 7343 )",178124,"(+/- 10526 )",244035,"(+/- 8090 )",265561,"(+/- 8898 )",231218,"(+/- 9137 )",173053,"(+/- 9004 )",265858,"(+/- 10319 )",235415,"(+/- 12622 )",233442,"(+/- 8710 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",104421,"(+/- 7754 )",100224,"(+/- 6598 )",78879,"(+/- 7227 )",120365,"(+/- 10136 )",101998,"(+/- 7781 )",81764,"(+/- 8332 )",113389,"(+/- 10918 )",103925,"(+/- 7999 )",109602,"(+/- 9185 )",92859,"(+/- 7102 )",101920,"(+/- 8323 )",89275,"(+/- 6973 )",110821,"(+/- 10243 )",101741,"(+/- 7326 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",185680,"(+/- 3497 )",165952,"(+/- 4333 )",187992,"(+/- 5997 )",205474,"(+/- 9882 )",181026,"(+/- 9153 )",188538,"(+/- 6828 )",226319,"(+/- 8042 )",181879,"(+/- 4226 )",184796,"(+/- 4003 )",195621,"(+/- 6404 )",191474,"(+/- 6146 )",181997,"(+/- 3992 )",207873,"(+/- 10055 )",185957,"(+/- 2357 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",13842,"(+/- 3177 )",11026,"(+/- 2308 )",12279,"(+/- 3009 )",16783,"(+/- 3881 )",14404,"(+/- 3556 )",16966,"(+/- 3693 )",23217,"(+/- 5127 )",15612,"(+/- 3180 )",19298,"(+/- 4181 )",14503,"(+/- 2916 )",16947,"(+/- 3707 )",8969,"(+/- 2216 )",19588,"(+/- 4702 )",13856,"(+/- 2684 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.5,"(+/- 1.2 )",20.8,"(+/- 1.8 )",9.7,"(+/- 1.2 )",11.0,"(+/- 1.5 )",15.1,"(+/- 1.8 )",3.4,"(+/- 0.7 )",6.8,"(+/- 1.3 )",16.7,"(+/- 1.8 )",9.2,"(+/- 1.1 )",10.1,"(+/- 1.2 )",6.5,"(+/- 1.2 )",15.0,"(+/- 1.9 )",10.1,"(+/- 1.5 )",10.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.0,"(+/- 2.2 )",32.5,"(+/- 3.2 )",14.3,"(+/- 2.1 )",16.2,"(+/- 2.2 )",22.3,"(+/- 3.0 )",4.6,"(+/- 1.2 )",8.1,"(+/- 1.7 )",25.1,"(+/- 2.8 )",16.0,"(+/- 2.1 )",15.5,"(+/- 2.2 )",8.9,"(+/- 2.0 )",23.4,"(+/- 3.4 )",16.3,"(+/- 2.8 )",17.2,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.5,"(+/- 5.3 )",35.3,"(+/- 8.8 )",10.8,"(+/- 5.0 )",16.0,"(+/- 7.8 )",14.8,"(+/- 5.3 )",3.5,"(+/- 2.2 )",10.2,"(+/- 4.3 )",28.3,"(+/- 8.1 )",15.2,"(+/- 6.0 )",14.2,"(+/- 5.8 )",7.3,"(+/- 3.5 )",23.5,"(+/- 7.3 )",9.6,"(+/- 7.4 )",21.0,"(+/- 7.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.5,"(+/- 1.0 )",8.3,"(+/- 1.6 )",4.3,"(+/- 1.0 )",4.8,"(+/- 1.2 )",6.4,"(+/- 1.6 )",2.0,"(+/- 0.5 )",4.9,"(+/- 1.1 )",8.1,"(+/- 1.5 )",4.2,"(+/- 0.8 )",4.3,"(+/- 0.9 )",3.6,"(+/- 1.0 )",7.2,"(+/- 1.5 )",4.9,"(+/- 1.3 )",5.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.7,"(+/- 1.7 )",12.1,"(+/- 3.3 )",5.5,"(+/- 1.9 )",6.7,"(+/- 2.1 )",8.7,"(+/- 2.9 )",2.7,"(+/- 1.0 )",5.4,"(+/- 1.5 )",9.1,"(+/- 2.6 )",5.5,"(+/- 1.5 )",4.7,"(+/- 1.6 )",4.2,"(+/- 1.7 )",10.9,"(+/- 3.4 )",7.9,"(+/- 2.7 )",7.6,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.4,"(+/- 4.6 )",10.8,"(+/- 7.9 )",0.7,"(+/- 1.3 )",9.2,"(+/- 7.6 )",4.9,"(+/- 4.4 )",2.4,"(+/- 1.7 )",6.1,"(+/- 4.1 )",7.5,"(+/- 4.5 )",5.8,"(+/- 3.3 )",5.2,"(+/- 4.2 )",4.7,"(+/- 3.4 )",16.9,"(+/- 9.5 )",0.8,"(+/- 1.4 )",9.0,"(+/- 5.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",31.0,"(+/- 3.8 )",40.3,"(+/- 4.2 )",28.5,"(+/- 4.2 )",21.6,"(+/- 3.6 )",28.0,"(+/- 3.9 )",9.9,"(+/- 3.3 )",15.7,"(+/- 4.3 )",39.3,"(+/- 5.0 )",36.2,"(+/- 5.6 )",31.6,"(+/- 4.6 )",15.9,"(+/- 4.7 )",33.0,"(+/- 4.7 )",20.1,"(+/- 3.5 )",27.8,"(+/- 4.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",39.3,"(+/- 5.2 )",49.8,"(+/- 5.3 )",35.8,"(+/- 5.7 )",27.2,"(+/- 4.5 )",35.4,"(+/- 5.0 )",11.5,"(+/- 4.2 )",17.9,"(+/- 5.0 )",50.9,"(+/- 6.7 )",50.9,"(+/- 7.0 )",43.0,"(+/- 6.0 )",21.4,"(+/- 6.0 )",42.9,"(+/- 6.6 )",26.6,"(+/- 5.2 )",39.3,"(+/- 7.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",43.0,"(+/- 14.1 )",57.7,"(+/- 12.8 )",33.8,"(+/- 13.8 )",18.0,"(+/- 11.2 )",28.0,"(+/- 11.0 )",11.1,"(+/- 11.5 )",23.3,"(+/- 13.2 )",53.5,"(+/- 17.0 )",54.2,"(+/- 19.1 )",51.1,"(+/- 17.5 )",23.9,"(+/- 15.1 )",38.7,"(+/- 16.2 )",9.7,"(+/- 8.1 )",47.1,"(+/- 17.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.1,"(+/- 1.2 )",25.5,"(+/- 1.5 )",13.3,"(+/- 1.3 )",13.2,"(+/- 1.5 )",19.2,"(+/- 1.5 )",5.7,"(+/- 0.8 )",8.2,"(+/- 1.2 )",21.0,"(+/- 1.7 )",13.0,"(+/- 1.2 )",15.0,"(+/- 1.3 )",8.8,"(+/- 1.0 )",19.5,"(+/- 1.7 )",12.2,"(+/- 1.6 )",14.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.1,"(+/- 2.6 )",38.5,"(+/- 3.7 )",16.8,"(+/- 2.4 )",20.3,"(+/- 2.9 )",28.8,"(+/- 3.7 )",6.8,"(+/- 1.7 )",9.6,"(+/- 2.2 )",29.5,"(+/- 2.9 )",21.0,"(+/- 3.0 )",20.1,"(+/- 2.7 )",10.6,"(+/- 2.2 )",27.8,"(+/- 3.5 )",21.8,"(+/- 3.5 )",21.7,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.6,"(+/- 2.6 )",38.1,"(+/- 3.7 )",16.5,"(+/- 2.4 )",19.9,"(+/- 3.0 )",28.6,"(+/- 3.7 )",6.5,"(+/- 1.7 )",9.4,"(+/- 2.1 )",29.2,"(+/- 2.8 )",20.8,"(+/- 3.0 )",19.9,"(+/- 2.8 )",10.1,"(+/- 2.2 )",27.6,"(+/- 3.5 )",21.5,"(+/- 3.6 )",21.2,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",23.1,"(+/- 4.4 )",43.6,"(+/- 4.8 )",15.8,"(+/- 4.3 )",24.3,"(+/- 5.4 )",24.9,"(+/- 5.1 )",8.0,"(+/- 3.5 )",11.6,"(+/- 3.6 )",30.6,"(+/- 4.0 )",23.6,"(+/- 5.3 )",22.8,"(+/- 4.0 )",11.0,"(+/- 4.2 )",32.9,"(+/- 5.9 )",16.7,"(+/- 5.2 )",24.9,"(+/- 6.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",18.2,"(+/- 2.9 )",36.1,"(+/- 3.9 )",16.7,"(+/- 2.4 )",18.4,"(+/- 2.6 )",30.2,"(+/- 4.2 )",6.1,"(+/- 1.6 )",8.7,"(+/- 2.2 )",28.7,"(+/- 3.5 )",19.8,"(+/- 2.9 )",19.0,"(+/- 3.2 )",9.8,"(+/- 2.1 )",25.7,"(+/- 3.5 )",23.2,"(+/- 3.8 )",19.8,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.5,"(+/- 1.0 )",21.3,"(+/- 1.1 )",12.3,"(+/- 1.2 )",10.8,"(+/- 1.3 )",16.5,"(+/- 1.1 )",5.4,"(+/- 0.7 )",7.6,"(+/- 1.0 )",18.4,"(+/- 1.5 )",10.6,"(+/- 0.9 )",13.4,"(+/- 1.1 )",8.3,"(+/- 0.9 )",16.9,"(+/- 1.4 )",8.8,"(+/- 1.1 )",12.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",8.9,"(+/- 1.6 )",15.6,"(+/- 1.8 )",8.9,"(+/- 1.5 )",6.8,"(+/- 1.5 )",18.1,"(+/- 2.5 )",3.3,"(+/- 1.1 )",10.1,"(+/- 2.5 )",14.5,"(+/- 2.4 )",8.6,"(+/- 1.2 )",8.8,"(+/- 1.5 )",8.8,"(+/- 2.1 )",13.5,"(+/- 2.0 )",5.6,"(+/- 1.4 )",12.2,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.0,"(+/- 1.2 )",22.8,"(+/- 1.9 )",10.8,"(+/- 1.3 )",11.9,"(+/- 1.6 )",18.0,"(+/- 2.1 )",4.2,"(+/- 0.9 )",7.0,"(+/- 1.3 )",18.7,"(+/- 1.8 )",10.6,"(+/- 1.3 )",11.4,"(+/- 1.4 )",6.7,"(+/- 1.2 )",16.7,"(+/- 2.0 )",11.3,"(+/- 1.8 )",12.1,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.9,"(+/- 2.3 )",35.9,"(+/- 2.4 )",27.3,"(+/- 2.9 )",19.9,"(+/- 2.7 )",21.8,"(+/- 1.6 )",12.4,"(+/- 1.9 )",16.4,"(+/- 2.1 )",31.1,"(+/- 2.8 )",26.4,"(+/- 2.6 )",33.5,"(+/- 2.5 )",18.1,"(+/- 2.1 )",32.3,"(+/- 2.8 )",17.2,"(+/- 2.3 )",28.2,"(+/- 2.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",187985,"(+/- 5552 )",175420,"(+/- 5622 )",202529,"(+/- 7207 )",213238,"(+/- 10682 )",218477,"(+/- 10928 )",190102,"(+/- 7430 )",232732,"(+/- 9443 )",187692,"(+/- 6622 )",183828,"(+/- 5189 )",213376,"(+/- 6844 )",196037,"(+/- 7302 )",193024,"(+/- 7237 )",209086,"(+/- 11046 )",172752,"(+/- 4871 )"
Education,"School Enrollment","Nursery school, preschool",11266,"(+/- 2015 )",10651,"(+/- 1438 )",13283,"(+/- 2105 )",14804,"(+/- 2391 )",14388,"(+/- 2723 )",13720,"(+/- 1708 )",15091,"(+/- 2290 )",10612,"(+/- 1717 )",11213,"(+/- 1678 )",10404,"(+/- 1732 )",13891,"(+/- 2288 )",10532,"(+/- 1728 )",12572,"(+/- 2850 )",9880,"(+/- 1687 )"
Education,"School Enrollment",Kindergarten,10366,"(+/- 2017 )",8218,"(+/- 1346 )",9754,"(+/- 1535 )",13075,"(+/- 2563 )",9025,"(+/- 1932 )",6896,"(+/- 1317 )",12211,"(+/- 2047 )",8155,"(+/- 2148 )",8185,"(+/- 1806 )",10016,"(+/- 1965 )",9845,"(+/- 1865 )",9755,"(+/- 1514 )",8608,"(+/- 2647 )",7724,"(+/- 1495 )"
Education,"School Enrollment","Elementary school (grades 1-8)",79145,"(+/- 3733 )",73345,"(+/- 3428 )",83023,"(+/- 4481 )",87690,"(+/- 5362 )",75941,"(+/- 5035 )",83345,"(+/- 4821 )",97879,"(+/- 4758 )",81968,"(+/- 3739 )",78575,"(+/- 3338 )",88771,"(+/- 4401 )",77717,"(+/- 3398 )",77739,"(+/- 3574 )",88876,"(+/- 6796 )",79954,"(+/- 3221 )"
Education,"School Enrollment","High school (grades 9-12)",38972,"(+/- 2543 )",34358,"(+/- 2581 )",49696,"(+/- 3140 )",47093,"(+/- 4472 )",33323,"(+/- 3161 )",47854,"(+/- 3221 )",55234,"(+/- 4014 )",37745,"(+/- 2881 )",44317,"(+/- 2649 )",41483,"(+/- 2953 )",44101,"(+/- 3284 )",39477,"(+/- 2954 )",49746,"(+/- 4635 )",42816,"(+/- 3369 )"
Education,"School Enrollment","College or graduate school",48236,"(+/- 4138 )",48848,"(+/- 4057 )",46773,"(+/- 4250 )",50576,"(+/- 4301 )",85800,"(+/- 6310 )",38287,"(+/- 4420 )",52317,"(+/- 5240 )",49212,"(+/- 3903 )",41538,"(+/- 3540 )",62702,"(+/- 3815 )",50483,"(+/- 3957 )",55521,"(+/- 4867 )",49284,"(+/- 5458 )",32378,"(+/- 3949 )"
Education,"Educational Attainment","Population 25 years and over",494931,"(+/- 3692 )",437215,"(+/- 5498 )",494617,"(+/- 6070 )",518415,"(+/- 10431 )",524341,"(+/- 8380 )",524810,"(+/- 8261 )",517070,"(+/- 10462 )",474114,"(+/- 4799 )",522479,"(+/- 5147 )",498587,"(+/- 9407 )",525231,"(+/- 7527 )",469166,"(+/- 5112 )",494970,"(+/- 10294 )",482226,"(+/- 3477 )"
Education,"Educational Attainment","Less than 9th grade",15447,"(+/- 2209 )",23243,"(+/- 2715 )",14773,"(+/- 2121 )",27973,"(+/- 4187 )",14228,"(+/- 2525 )",13538,"(+/- 2253 )",29806,"(+/- 4506 )",18814,"(+/- 2652 )",35659,"(+/- 4251 )",19461,"(+/- 2279 )",18823,"(+/- 3145 )",19839,"(+/- 3078 )",25003,"(+/- 3733 )",32113,"(+/- 3208 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",43262,"(+/- 4432 )",55669,"(+/- 4151 )",44395,"(+/- 4080 )",32088,"(+/- 3689 )",34825,"(+/- 3836 )",13674,"(+/- 2235 )",30738,"(+/- 4028 )",47391,"(+/- 4515 )",51668,"(+/- 4583 )",45206,"(+/- 3267 )",21979,"(+/- 3675 )",53694,"(+/- 4012 )",28557,"(+/- 3547 )",54233,"(+/- 3960 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",154047,"(+/- 6382 )",146051,"(+/- 5232 )",151985,"(+/- 6578 )",134456,"(+/- 8066 )",128575,"(+/- 8153 )",62395,"(+/- 4873 )",102201,"(+/- 6518 )",159417,"(+/- 7485 )",161167,"(+/- 6213 )",157804,"(+/- 7103 )",115372,"(+/- 6244 )",158186,"(+/- 7431 )",140841,"(+/- 7392 )",169625,"(+/- 6726 )"
Education,"Educational Attainment","Some college, no degree",113531,"(+/- 5975 )",100042,"(+/- 5789 )",109825,"(+/- 5641 )",103422,"(+/- 5560 )",81001,"(+/- 5543 )",73542,"(+/- 4797 )",89476,"(+/- 6006 )",96918,"(+/- 5131 )",107794,"(+/- 5015 )",104764,"(+/- 7207 )",104449,"(+/- 7050 )",95474,"(+/- 5005 )",102170,"(+/- 6574 )",100736,"(+/- 6078 )"
Education,"Educational Attainment","Associate's degree",41603,"(+/- 3626 )",36868,"(+/- 3997 )",39632,"(+/- 4251 )",51132,"(+/- 4335 )",32122,"(+/- 3750 )",28380,"(+/- 3056 )",43546,"(+/- 4562 )",46262,"(+/- 3720 )",39313,"(+/- 3107 )",36463,"(+/- 3251 )",38072,"(+/- 3889 )",39691,"(+/- 3925 )",50990,"(+/- 5142 )",38700,"(+/- 3923 )"
Education,"Educational Attainment","Bachelor's degree",75354,"(+/- 4274 )",44648,"(+/- 3322 )",85134,"(+/- 5113 )",106073,"(+/- 6888 )",132540,"(+/- 6786 )",202396,"(+/- 7582 )",138537,"(+/- 7618 )",63165,"(+/- 5277 )",76934,"(+/- 4394 )",79105,"(+/- 4934 )",147428,"(+/- 6619 )",61515,"(+/- 4322 )",92237,"(+/- 7012 )",57251,"(+/- 4839 )"
Education,"Educational Attainment","Graduate or professional degree",51687,"(+/- 3833 )",30694,"(+/- 2496 )",48873,"(+/- 3845 )",63271,"(+/- 4885 )",101050,"(+/- 5369 )",130885,"(+/- 5169 )",82766,"(+/- 4995 )",42147,"(+/- 4125 )",49944,"(+/- 3637 )",55784,"(+/- 3911 )",79108,"(+/- 4756 )",40767,"(+/- 3463 )",55172,"(+/- 5193 )",29568,"(+/- 2872 )"
Education,"Educational Attainment","Percent high school graduate or higher",88.1,"(+/- 1.0 )",82.0,"(+/- 1.1 )",88.0,"(+/- 0.9 )",88.4,"(+/- 1.2 )",90.6,"(+/- 0.9 )",94.8,"(+/- 0.6 )",88.3,"(+/- 1.1 )",86.0,"(+/- 1.1 )",83.3,"(+/- 1.1 )",87.0,"(+/- 0.8 )",92.2,"(+/- 0.9 )",84.3,"(+/- 1.0 )",89.2,"(+/- 1.2 )",82.1,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",25.7,"(+/- 1.1 )",17.2,"(+/- 0.9 )",27.1,"(+/- 1.3 )",32.7,"(+/- 1.5 )",44.5,"(+/- 1.4 )",63.5,"(+/- 1.2 )",42.8,"(+/- 1.6 )",22.2,"(+/- 1.3 )",24.3,"(+/- 1.0 )",27.1,"(+/- 1.4 )",43.1,"(+/- 1.3 )",21.8,"(+/- 1.1 )",29.8,"(+/- 1.6 )",18.0,"(+/- 1.2 )"
